geography,period,area_code,area_name,language,n
Ward,2011,E05000824,Bucklow-St Martins,Slovenian,0
Ward,2011,E05000824,Bucklow-St Martins,Maltese,0
Ward,2011,E05000824,Bucklow-St Martins,Any other European Language (EU),0
Ward,2011,E05000824,Bucklow-St Martins,Albanian,0
Ward,2011,E05000824,Bucklow-St Martins,Serbian/Croatian/Bosnian,1
Ward,2011,E05000824,Bucklow-St Martins,Ukrainian,0
Ward,2011,E05000824,Bucklow-St Martins,Any other Eastern European Language (non EU),0
Ward,2011,E05000824,Bucklow-St Martins,Northern European Language (non EU),0
Ward,2011,E05000824,Bucklow-St Martins,Romani language (any),0
Ward,2011,E05000824,Bucklow-St Martins,Yiddish,0
Ward,2011,E05000824,Bucklow-St Martins,Russian,5
Ward,2011,E05000824,Bucklow-St Martins,Turkish,4
Ward,2011,E05000824,Bucklow-St Martins,Arabic,13
Ward,2011,E05000824,Bucklow-St Martins,Hebrew,0
Ward,2011,E05000824,Bucklow-St Martins,Kurdish,0
Ward,2011,E05000824,Bucklow-St Martins,Persian/Farsi,7
Ward,2011,E05000824,Bucklow-St Martins,Pashto,0
Ward,2011,E05000824,Bucklow-St Martins,West/Central Asian Language (all other),0
Ward,2011,E05000824,Bucklow-St Martins,Urdu,8
Ward,2011,E05000824,Bucklow-St Martins,Hindi,0
Ward,2011,E05000824,Bucklow-St Martins,Panjabi,8
Ward,2011,E05000824,Bucklow-St Martins,Pakistani Pahari (with Mirpuri and Potwari),0
Ward,2011,E05000824,Bucklow-St Martins,Bengali (with Sylheti and Chatgaya),3
Ward,2011,E05000824,Bucklow-St Martins,Gujarati,0
Ward,2011,E05000824,Bucklow-St Martins,Marathi,0
Ward,2011,E05000824,Bucklow-St Martins,Telugu,0
Ward,2011,E05000824,Bucklow-St Martins,Tamil,0
Ward,2011,E05000824,Bucklow-St Martins,Malayalam,2
Ward,2011,E05000824,Bucklow-St Martins,Sinhala,0
Ward,2011,E05000824,Bucklow-St Martins,Nepalese,0
Ward,2011,E05000824,Bucklow-St Martins,South Asian Language (all other),0
Ward,2011,E05000824,Bucklow-St Martins,Mandarin Chinese,1
Ward,2011,E05000824,Bucklow-St Martins,Cantonese Chinese,1
Ward,2011,E05000824,Bucklow-St Martins,All other Chinese,8
Ward,2011,E05000824,Bucklow-St Martins,Japanese,1
Ward,2011,E05000824,Bucklow-St Martins,Korean,2
Ward,2011,E05000824,Bucklow-St Martins,Vietnamese,0
Ward,2011,E05000824,Bucklow-St Martins,Thai,5
Ward,2011,E05000824,Bucklow-St Martins,Malay,0
Ward,2011,E05000824,Bucklow-St Martins,Tagalog/Filipino,5
Ward,2011,E05000824,Bucklow-St Martins,East Asian Language (all other),6
Ward,2011,E05000824,Bucklow-St Martins,Oceanic/Australian language (any),0
Ward,2011,E05000824,Bucklow-St Martins,North/South American language (any),0
Ward,2011,E05000824,Bucklow-St Martins,Caribbean Creole (English-based),0
Ward,2011,E05000824,Bucklow-St Martins,Caribbean Creole (all other),0
Ward,2011,E05000824,Bucklow-St Martins,Amharic,0
Ward,2011,E05000824,Bucklow-St Martins,Tigrinya,1
Ward,2011,E05000824,Bucklow-St Martins,Somali,3
Ward,2011,E05000824,Bucklow-St Martins,Krio,3
Ward,2011,E05000824,Bucklow-St Martins,Akan,0
Ward,2011,E05000824,Bucklow-St Martins,Yoruba,2
Ward,2011,E05000824,Bucklow-St Martins,Igbo,0
Ward,2011,E05000824,Bucklow-St Martins,Swahili/Kiswahili,0
Ward,2011,E05000824,Bucklow-St Martins,Luganda,0
Ward,2011,E05000824,Bucklow-St Martins,Lingala,0
Ward,2011,E05000824,Bucklow-St Martins,Shona,5
Ward,2011,E05000824,Bucklow-St Martins,Afrikaans,0
Ward,2011,E05000824,Bucklow-St Martins,Any other Nigerian language,0
Ward,2011,E05000824,Bucklow-St Martins,West African language (all other),2
Ward,2011,E05000824,Bucklow-St Martins,African language (all other),1
Ward,2011,E05000824,Bucklow-St Martins,All other languages,0
Ward,2011,E05000824,Bucklow-St Martins,British sign language,1
Ward,2011,E05000824,Bucklow-St Martins,Sign Language (all other),1
Ward,2011,E05000824,Bucklow-St Martins,Any Sign Communication System,0
Ward,2011,E05000825,Clifford,English (English or Welsh if in Wales),8464
Ward,2011,E05000825,Clifford,Welsh/Cymraeg (in England only),2
Ward,2011,E05000825,Clifford,Gaelic (Irish),2
Ward,2011,E05000825,Clifford,Gaelic (Scottish),0
Ward,2011,E05000825,Clifford,Manx Gaelic,0
Ward,2011,E05000825,Clifford,Gaelic (Not otherwise specified),1
Ward,2011,E05000825,Clifford,Cornish,0
Ward,2011,E05000825,Clifford,Scots,0
Ward,2011,E05000825,Clifford,Gypsy/Traveller languages,0
Ward,2011,E05000825,Clifford,French,37
Ward,2011,E05000825,Clifford,Portuguese,25
Ward,2011,E05000825,Clifford,Spanish,23
Ward,2011,E05000825,Clifford,Italian,8
Ward,2011,E05000825,Clifford,German,28
Ward,2011,E05000825,Clifford,Polish,273
Ward,2011,E05000825,Clifford,Slovak,10
Ward,2011,E05000825,Clifford,Czech,7
Ward,2011,E05000825,Clifford,Romanian,9
Ward,2011,E05000825,Clifford,Lithuanian,7
Ward,2011,E05000825,Clifford,Latvian,0
Ward,2011,E05000825,Clifford,Hungarian,7
Ward,2011,E05000825,Clifford,Bulgarian,8
Ward,2011,E05000825,Clifford,Greek,26
Ward,2011,E05000825,Clifford,Dutch,10
Ward,2011,E05000825,Clifford,Swedish,2
Ward,2011,E05000825,Clifford,Danish,3
Ward,2011,E05000825,Clifford,Finnish,0
Ward,2011,E05000825,Clifford,Estonian,3
Ward,2011,E05000825,Clifford,Slovenian,0
Ward,2011,E05000825,Clifford,Maltese,0
Ward,2011,E05000825,Clifford,Any other European Language (EU),0
Ward,2011,E05000825,Clifford,Albanian,0
Ward,2011,E05000825,Clifford,Serbian/Croatian/Bosnian,5
Ward,2011,E05000825,Clifford,Ukrainian,3
Ward,2011,E05000825,Clifford,Any other Eastern European Language (non EU),0
Ward,2011,E05000825,Clifford,Northern European Language (non EU),2
Ward,2011,E05000825,Clifford,Romani language (any),0
Ward,2011,E05000825,Clifford,Yiddish,0
Ward,2011,E05000825,Clifford,Russian,4
Ward,2011,E05000825,Clifford,Turkish,23
Ward,2011,E05000825,Clifford,Arabic,216
Ward,2011,E05000825,Clifford,Hebrew,0
Ward,2011,E05000825,Clifford,Kurdish,34
Ward,2011,E05000825,Clifford,Persian/Farsi,103
Ward,2011,E05000825,Clifford,Pashto,31
Ward,2011,E05000825,Clifford,West/Central Asian Language (all other),8
Ward,2011,E05000825,Clifford,Urdu,555
Ward,2011,E05000825,Clifford,Hindi,14
Ward,2011,E05000825,Clifford,Panjabi,264
Ward,2011,E05000825,Clifford,Pakistani Pahari (with Mirpuri and Potwari),3
Ward,2011,E05000825,Clifford,Bengali (with Sylheti and Chatgaya),39
Ward,2011,E05000825,Clifford,Gujarati,564
Ward,2011,E05000825,Clifford,Marathi,0
Ward,2011,E05000825,Clifford,Telugu,2
Ward,2011,E05000825,Clifford,Tamil,3
Ward,2011,E05000825,Clifford,Malayalam,1
Ward,2011,E05000825,Clifford,Sinhala,2
Ward,2011,E05000825,Clifford,Nepalese,0
Ward,2011,E05000825,Clifford,South Asian Language (all other),21
Ward,2011,E05000825,Clifford,Mandarin Chinese,14
Ward,2011,E05000825,Clifford,Cantonese Chinese,12
Ward,2011,E05000825,Clifford,All other Chinese,47
Ward,2011,E05000825,Clifford,Japanese,0
Ward,2011,E05000825,Clifford,Korean,3
Ward,2011,E05000825,Clifford,Vietnamese,5
Ward,2011,E05000825,Clifford,Thai,2
Ward,2011,E05000825,Clifford,Malay,10
Ward,2011,E05000825,Clifford,Tagalog/Filipino,4
Ward,2011,E05000825,Clifford,East Asian Language (all other),9
Ward,2011,E05000825,Clifford,Oceanic/Australian language (any),2
Ward,2011,E05000825,Clifford,North/South American language (any),0
Ward,2011,E05000825,Clifford,Caribbean Creole (English-based),1
Ward,2011,E05000825,Clifford,Caribbean Creole (all other),0
Ward,2011,E05000825,Clifford,Amharic,3
Ward,2011,E05000825,Clifford,Tigrinya,28
Ward,2011,E05000825,Clifford,Somali,172
Ward,2011,E05000825,Clifford,Krio,0
Ward,2011,E05000825,Clifford,Akan,0
Ward,2011,E05000825,Clifford,Yoruba,8
Ward,2011,E05000825,Clifford,Igbo,3
Ward,2011,E05000825,Clifford,Swahili/Kiswahili,25
Ward,2011,E05000825,Clifford,Luganda,2
Ward,2011,E05000825,Clifford,Lingala,3
Ward,2011,E05000825,Clifford,Shona,6
Ward,2011,E05000825,Clifford,Afrikaans,0
Ward,2011,E05000825,Clifford,Any other Nigerian language,2
Ward,2011,E05000825,Clifford,West African language (all other),11
Ward,2011,E05000825,Clifford,African language (all other),18
Ward,2011,E05000825,Clifford,All other languages,4
Ward,2011,E05000825,Clifford,British sign language,5
Ward,2011,E05000825,Clifford,Sign Language (all other),3
Ward,2011,E05000825,Clifford,Any Sign Communication System,0
Ward,2011,E05000826,Davyhulme East,English (English or Welsh if in Wales),9205
Ward,2011,E05000826,Davyhulme East,Welsh/Cymraeg (in England only),2
Ward,2011,E05000826,Davyhulme East,Gaelic (Irish),0
Ward,2011,E05000826,Davyhulme East,Gaelic (Scottish),0
Ward,2011,E05000826,Davyhulme East,Manx Gaelic,0
Ward,2011,E05000826,Davyhulme East,Gaelic (Not otherwise specified),0
Ward,2011,E05000826,Davyhulme East,Cornish,0
Ward,2011,E05000826,Davyhulme East,Scots,0
Ward,2011,E05000826,Davyhulme East,Gypsy/Traveller languages,0
Ward,2011,E05000826,Davyhulme East,French,8
Ward,2011,E05000826,Davyhulme East,Portuguese,4
Ward,2011,E05000826,Davyhulme East,Spanish,6
Ward,2011,E05000826,Davyhulme East,Italian,4
Ward,2011,E05000826,Davyhulme East,German,0
Ward,2011,E05000826,Davyhulme East,Polish,9
Ward,2011,E05000826,Davyhulme East,Slovak,6
Ward,2011,E05000826,Davyhulme East,Czech,6
Ward,2011,E05000826,Davyhulme East,Romanian,0
Ward,2011,E05000826,Davyhulme East,Lithuanian,0
Ward,2011,E05000826,Davyhulme East,Latvian,0
Ward,2011,E05000826,Davyhulme East,Hungarian,5
Ward,2011,E05000826,Davyhulme East,Bulgarian,0
Ward,2011,E05000826,Davyhulme East,Greek,2
Ward,2011,E05000826,Davyhulme East,Dutch,3
Ward,2011,E05000826,Davyhulme East,Swedish,2
Ward,2011,E05000826,Davyhulme East,Danish,0
Ward,2011,E05000826,Davyhulme East,Finnish,0
Ward,2011,E05000826,Davyhulme East,Estonian,0
Ward,2011,E05000826,Davyhulme East,Slovenian,0
Ward,2011,E05000826,Davyhulme East,Maltese,2
Ward,2011,E05000826,Davyhulme East,Any other European Language (EU),1
Ward,2011,E05000826,Davyhulme East,Albanian,0
Ward,2011,E05000826,Davyhulme East,Serbian/Croatian/Bosnian,2
Ward,2011,E05000826,Davyhulme East,Ukrainian,1
Ward,2011,E05000826,Davyhulme East,Any other Eastern European Language (non EU),0
Ward,2011,E05000826,Davyhulme East,Northern European Language (non EU),0
Ward,2011,E05000826,Davyhulme East,Romani language (any),0
Ward,2011,E05000826,Davyhulme East,Yiddish,0
Ward,2011,E05000826,Davyhulme East,Russian,2
Ward,2011,E05000826,Davyhulme East,Turkish,3
Ward,2011,E05000826,Davyhulme East,Arabic,6
Ward,2011,E05000826,Davyhulme East,Hebrew,2
Ward,2011,E05000826,Davyhulme East,Kurdish,0
Ward,2011,E05000826,Davyhulme East,Persian/Farsi,3
Ward,2011,E05000826,Davyhulme East,Pashto,4
Ward,2011,E05000826,Davyhulme East,West/Central Asian Language (all other),0
Ward,2011,E05000826,Davyhulme East,Urdu,6
Ward,2011,E05000826,Davyhulme East,Hindi,2
Ward,2011,E05000826,Davyhulme East,Panjabi,3
Ward,2011,E05000826,Davyhulme East,Pakistani Pahari (with Mirpuri and Potwari),0
Ward,2011,E05000826,Davyhulme East,Bengali (with Sylheti and Chatgaya),0
Ward,2011,E05000826,Davyhulme East,Gujarati,5
Ward,2011,E05000826,Davyhulme East,Marathi,4
Ward,2011,E05000826,Davyhulme East,Telugu,4
Ward,2011,E05000826,Davyhulme East,Tamil,0
Ward,2011,E05000826,Davyhulme East,Malayalam,4
Ward,2011,E05000826,Davyhulme East,Sinhala,2
Ward,2011,E05000826,Davyhulme East,Nepalese,0
Ward,2011,E05000826,Davyhulme East,South Asian Language (all other),0
Ward,2011,E05000826,Davyhulme East,Mandarin Chinese,4
Ward,2011,E05000826,Davyhulme East,Cantonese Chinese,14
Ward,2011,E05000826,Davyhulme East,All other Chinese,15
Ward,2011,E05000826,Davyhulme East,Japanese,0
Ward,2011,E05000826,Davyhulme East,Korean,2
Ward,2011,E05000826,Davyhulme East,Vietnamese,1
Ward,2011,E05000826,Davyhulme East,Thai,4
Ward,2011,E05000826,Davyhulme East,Malay,0
Ward,2011,E05000826,Davyhulme East,Tagalog/Filipino,12
Ward,2011,E05000826,Davyhulme East,East Asian Language (all other),1
Ward,2011,E05000826,Davyhulme East,Oceanic/Australian language (any),0
Ward,2011,E05000826,Davyhulme East,North/South American language (any),0
Ward,2011,E05000826,Davyhulme East,Caribbean Creole (English-based),0
Ward,2011,E05000826,Davyhulme East,Caribbean Creole (all other),0
Ward,2011,E05000826,Davyhulme East,Amharic,0
Ward,2011,E05000826,Davyhulme East,Tigrinya,1
Ward,2011,E05000826,Davyhulme East,Somali,1
Ward,2011,E05000826,Davyhulme East,Krio,0
Ward,2011,E05000826,Davyhulme East,Akan,0
Ward,2011,E05000826,Davyhulme East,Yoruba,0
Ward,2011,E05000826,Davyhulme East,Igbo,0
Ward,2011,E05000826,Davyhulme East,Swahili/Kiswahili,0
Ward,2011,E05000826,Davyhulme East,Luganda,0
Ward,2011,E05000826,Davyhulme East,Lingala,0
Ward,2011,E05000826,Davyhulme East,Shona,0
Ward,2011,E05000826,Davyhulme East,Afrikaans,0
Ward,2011,E05000826,Davyhulme East,Any other Nigerian language,0
Ward,2011,E05000826,Davyhulme East,West African language (all other),0
Ward,2011,E05000826,Davyhulme East,African language (all other),0
Ward,2011,E05000826,Davyhulme East,All other languages,0
Ward,2011,E05000826,Davyhulme East,British sign language,5
Ward,2011,E05000826,Davyhulme East,Sign Language (all other),1
Ward,2011,E05000826,Davyhulme East,Any Sign Communication System,2
Ward,2011,E05000827,Davyhulme West,English (English or Welsh if in Wales),9396
Ward,2011,E05000827,Davyhulme West,Welsh/Cymraeg (in England only),0
Ward,2011,E05000827,Davyhulme West,Gaelic (Irish),1
Ward,2011,E05000827,Davyhulme West,Gaelic (Scottish),0
Ward,2011,E05000827,Davyhulme West,Manx Gaelic,0
Ward,2011,E05000827,Davyhulme West,Gaelic (Not otherwise specified),0
Ward,2011,E05000827,Davyhulme West,Cornish,0
Ward,2011,E05000827,Davyhulme West,Scots,0
Ward,2011,E05000827,Davyhulme West,Gypsy/Traveller languages,0
Ward,2011,E05000827,Davyhulme West,French,2
Ward,2011,E05000827,Davyhulme West,Portuguese,4
Ward,2011,E05000827,Davyhulme West,Spanish,0
Ward,2011,E05000827,Davyhulme West,Italian,5
Ward,2011,E05000827,Davyhulme West,German,3
Ward,2011,E05000827,Davyhulme West,Polish,14
Ward,2011,E05000827,Davyhulme West,Slovak,0
Ward,2011,E05000827,Davyhulme West,Czech,7
Ward,2011,E05000827,Davyhulme West,Romanian,0
Ward,2011,E05000827,Davyhulme West,Lithuanian,0
Ward,2011,E05000827,Davyhulme West,Latvian,0
Ward,2011,E05000827,Davyhulme West,Hungarian,6
Ward,2011,E05000827,Davyhulme West,Bulgarian,1
Ward,2011,E05000827,Davyhulme West,Greek,1
Ward,2011,E05000827,Davyhulme West,Dutch,4
Ward,2011,E05000827,Davyhulme West,Swedish,1
Ward,2011,E05000827,Davyhulme West,Danish,0
Ward,2011,E05000827,Davyhulme West,Finnish,0
Ward,2011,E05000827,Davyhulme West,Estonian,0
Ward,2011,E05000827,Davyhulme West,Slovenian,0
Ward,2011,E05000827,Davyhulme West,Maltese,0
Ward,2011,E05000827,Davyhulme West,Any other European Language (EU),0
Ward,2011,E05000827,Davyhulme West,Albanian,0
Ward,2011,E05000827,Davyhulme West,Serbian/Croatian/Bosnian,0
Ward,2011,E05000827,Davyhulme West,Ukrainian,0
Ward,2011,E05000827,Davyhulme West,Any other Eastern European Language (non EU),0
Ward,2011,E05000827,Davyhulme West,Northern European Language (non EU),0
Ward,2011,E05000827,Davyhulme West,Romani language (any),0
Ward,2011,E05000827,Davyhulme West,Yiddish,0
Ward,2011,E05000827,Davyhulme West,Russian,2
Ward,2011,E05000827,Davyhulme West,Turkish,0
Ward,2011,E05000827,Davyhulme West,Arabic,10
Ward,2011,E05000827,Davyhulme West,Hebrew,1
Ward,2011,E05000827,Davyhulme West,Kurdish,0
Ward,2011,E05000827,Davyhulme West,Persian/Farsi,3
Ward,2011,E05000827,Davyhulme West,Pashto,0
Ward,2011,E05000827,Davyhulme West,West/Central Asian Language (all other),1
Ward,2011,E05000827,Davyhulme West,Urdu,26
Ward,2011,E05000827,Davyhulme West,Hindi,1
Ward,2011,E05000827,Davyhulme West,Panjabi,4
Ward,2011,E05000827,Davyhulme West,Pakistani Pahari (with Mirpuri and Potwari),0
Ward,2011,E05000827,Davyhulme West,Bengali (with Sylheti and Chatgaya),3
Ward,2011,E05000827,Davyhulme West,Gujarati,5
Ward,2011,E05000827,Davyhulme West,Marathi,0
Ward,2011,E05000827,Davyhulme West,Telugu,3
Ward,2011,E05000827,Davyhulme West,Tamil,0
Ward,2011,E05000827,Davyhulme West,Malayalam,9
Ward,2011,E05000827,Davyhulme West,Sinhala,1
Ward,2011,E05000827,Davyhulme West,Nepalese,0
Ward,2011,E05000827,Davyhulme West,South Asian Language (all other),0
Ward,2011,E05000827,Davyhulme West,Mandarin Chinese,0
Ward,2011,E05000827,Davyhulme West,Cantonese Chinese,3
Ward,2011,E05000827,Davyhulme West,All other Chinese,4
Ward,2011,E05000827,Davyhulme West,Japanese,1
Ward,2011,E05000827,Davyhulme West,Korean,3
Ward,2011,E05000827,Davyhulme West,Vietnamese,0
Ward,2011,E05000827,Davyhulme West,Thai,1
Ward,2011,E05000827,Davyhulme West,Malay,0
Ward,2011,E05000827,Davyhulme West,Tagalog/Filipino,2
Ward,2011,E05000827,Davyhulme West,East Asian Language (all other),1
Ward,2011,E05000827,Davyhulme West,Oceanic/Australian language (any),0
Ward,2011,E05000827,Davyhulme West,North/South American language (any),0
Ward,2011,E05000827,Davyhulme West,Caribbean Creole (English-based),0
Ward,2011,E05000827,Davyhulme West,Caribbean Creole (all other),0
Ward,2011,E05000827,Davyhulme West,Amharic,0
Ward,2011,E05000827,Davyhulme West,Tigrinya,0
Ward,2011,E05000827,Davyhulme West,Somali,3
Ward,2011,E05000827,Davyhulme West,Krio,0
Ward,2011,E05000827,Davyhulme West,Akan,0
Ward,2011,E05000827,Davyhulme West,Yoruba,0
Ward,2011,E05000827,Davyhulme West,Igbo,0
Ward,2011,E05000827,Davyhulme West,Swahili/Kiswahili,0
Ward,2011,E05000827,Davyhulme West,Luganda,0
Ward,2011,E05000827,Davyhulme West,Lingala,0
Ward,2011,E05000827,Davyhulme West,Shona,0
Ward,2011,E05000827,Davyhulme West,Afrikaans,0
Ward,2011,E05000827,Davyhulme West,Any other Nigerian language,0
Ward,2011,E05000827,Davyhulme West,West African language (all other),0
Ward,2011,E05000827,Davyhulme West,African language (all other),9
Ward,2011,E05000827,Davyhulme West,All other languages,0
Ward,2011,E05000827,Davyhulme West,British sign language,1
Ward,2011,E05000827,Davyhulme West,Sign Language (all other),1
Ward,2011,E05000827,Davyhulme West,Any Sign Communication System,1
Ward,2011,E05000828,Flixton,English (English or Welsh if in Wales),10268
Ward,2011,E05000828,Flixton,Welsh/Cymraeg (in England only),1
Ward,2011,E05000828,Flixton,Gaelic (Irish),2
Ward,2011,E05000828,Flixton,Gaelic (Scottish),0
Ward,2011,E05000828,Flixton,Manx Gaelic,0
Ward,2011,E05000828,Flixton,Gaelic (Not otherwise specified),0
Ward,2011,E05000828,Flixton,Cornish,0
Ward,2011,E05000828,Flixton,Scots,0
Ward,2011,E05000828,Flixton,Gypsy/Traveller languages,0
Ward,2011,E05000828,Flixton,French,2
Ward,2011,E05000828,Flixton,Portuguese,0
Ward,2011,E05000828,Flixton,Spanish,3
Ward,2011,E05000828,Flixton,Italian,5
Ward,2011,E05000828,Flixton,German,9
Ward,2011,E05000828,Flixton,Polish,17
Ward,2011,E05000828,Flixton,Slovak,2
Ward,2011,E05000828,Flixton,Czech,1
Ward,2011,E05000828,Flixton,Romanian,0
Ward,2011,E05000828,Flixton,Lithuanian,0
Ward,2011,E05000828,Flixton,Latvian,0
Ward,2011,E05000828,Flixton,Hungarian,5
Ward,2011,E05000828,Flixton,Bulgarian,5
Ward,2011,E05000828,Flixton,Greek,1
Ward,2011,E05000828,Flixton,Dutch,4
Ward,2011,E05000828,Flixton,Swedish,1
Ward,2011,E05000828,Flixton,Danish,0
Ward,2011,E05000828,Flixton,Finnish,1
Ward,2011,E05000828,Flixton,Estonian,0
Ward,2011,E05000828,Flixton,Slovenian,0
Ward,2011,E05000828,Flixton,Maltese,0
Ward,2011,E05000828,Flixton,Any other European Language (EU),1
Ward,2011,E05000828,Flixton,Albanian,0
Ward,2011,E05000828,Flixton,Serbian/Croatian/Bosnian,3
Ward,2011,E05000828,Flixton,Ukrainian,0
Ward,2011,E05000828,Flixton,Any other Eastern European Language (non EU),0
Ward,2011,E05000828,Flixton,Northern European Language (non EU),0
Ward,2011,E05000828,Flixton,Romani language (any),0
Ward,2011,E05000828,Flixton,Yiddish,0
Ward,2011,E05000828,Flixton,Russian,4
Ward,2011,E05000828,Flixton,Turkish,5
Ward,2011,E05000828,Flixton,Arabic,6
Ward,2011,E05000828,Flixton,Hebrew,0
Ward,2011,E05000828,Flixton,Kurdish,0
Ward,2011,E05000828,Flixton,Persian/Farsi,3
Ward,2011,E05000828,Flixton,Pashto,0
Ward,2011,E05000828,Flixton,West/Central Asian Language (all other),0
Ward,2011,E05000828,Flixton,Urdu,8
Ward,2011,E05000828,Flixton,Hindi,2
Ward,2011,E05000828,Flixton,Panjabi,0
Ward,2011,E05000828,Flixton,Pakistani Pahari (with Mirpuri and Potwari),0
Ward,2011,E05000828,Flixton,Bengali (with Sylheti and Chatgaya),1
Ward,2011,E05000828,Flixton,Gujarati,0
Ward,2011,E05000828,Flixton,Marathi,0
Ward,2011,E05000828,Flixton,Telugu,3
Ward,2011,E05000828,Flixton,Tamil,2
Ward,2011,E05000828,Flixton,Malayalam,10
Ward,2011,E05000828,Flixton,Sinhala,0
Ward,2011,E05000828,Flixton,Nepalese,0
Ward,2011,E05000828,Flixton,South Asian Language (all other),0
Ward,2011,E05000828,Flixton,Mandarin Chinese,0
Ward,2011,E05000828,Flixton,Cantonese Chinese,4
Ward,2011,E05000828,Flixton,All other Chinese,15
Ward,2011,E05000828,Flixton,Japanese,1
Ward,2011,E05000828,Flixton,Korean,0
Ward,2011,E05000828,Flixton,Vietnamese,0
Ward,2011,E05000828,Flixton,Thai,12
Ward,2011,E05000828,Flixton,Malay,0
Ward,2011,E05000828,Flixton,Tagalog/Filipino,2
Ward,2011,E05000828,Flixton,East Asian Language (all other),0
Ward,2011,E05000828,Flixton,Oceanic/Australian language (any),0
Ward,2011,E05000828,Flixton,North/South American language (any),0
Ward,2011,E05000828,Flixton,Caribbean Creole (English-based),0
Ward,2011,E05000828,Flixton,Caribbean Creole (all other),0
Ward,2011,E05000828,Flixton,Amharic,0
Ward,2011,E05000828,Flixton,Tigrinya,0
Ward,2011,E05000828,Flixton,Somali,0
Ward,2011,E05000828,Flixton,Krio,0
Ward,2011,E05000828,Flixton,Akan,0
Ward,2011,E05000828,Flixton,Yoruba,0
Ward,2011,E05000828,Flixton,Igbo,0
Ward,2011,E05000828,Flixton,Swahili/Kiswahili,0
Ward,2011,E05000828,Flixton,Luganda,0
Ward,2011,E05000828,Flixton,Lingala,0
Ward,2011,E05000828,Flixton,Shona,0
Ward,2011,E05000828,Flixton,Afrikaans,0
Ward,2011,E05000828,Flixton,Any other Nigerian language,0
Ward,2011,E05000828,Flixton,West African language (all other),2
Ward,2011,E05000828,Flixton,African language (all other),0
Ward,2011,E05000828,Flixton,All other languages,0
Ward,2011,E05000828,Flixton,British sign language,11
Ward,2011,E05000828,Flixton,Sign Language (all other),0
Ward,2011,E05000828,Flixton,Any Sign Communication System,0
Ward,2011,E05000829,Gorse Hill,English (English or Welsh if in Wales),10610
Ward,2011,E05000829,Gorse Hill,Welsh/Cymraeg (in England only),1
Ward,2011,E05000829,Gorse Hill,Gaelic (Irish),3
Ward,2011,E05000829,Gorse Hill,Gaelic (Scottish),0
Ward,2011,E05000829,Gorse Hill,Manx Gaelic,0
Ward,2011,E05000829,Gorse Hill,Gaelic (Not otherwise specified),0
Ward,2011,E05000829,Gorse Hill,Cornish,0
Ward,2011,E05000829,Gorse Hill,Scots,2
Ward,2011,E05000829,Gorse Hill,Gypsy/Traveller languages,0
Ward,2011,E05000829,Gorse Hill,French,10
Ward,2011,E05000829,Gorse Hill,Portuguese,8
Ward,2011,E05000829,Gorse Hill,Spanish,11
Ward,2011,E05000829,Gorse Hill,Italian,6
Ward,2011,E05000829,Gorse Hill,German,11
Ward,2011,E05000829,Gorse Hill,Polish,142
Ward,2011,E05000829,Gorse Hill,Slovak,8
Ward,2011,E05000829,Gorse Hill,Czech,14
Ward,2011,E05000829,Gorse Hill,Romanian,8
Ward,2011,E05000829,Gorse Hill,Lithuanian,1
Ward,2011,E05000829,Gorse Hill,Latvian,2
Ward,2011,E05000829,Gorse Hill,Hungarian,9
Ward,2011,E05000829,Gorse Hill,Bulgarian,5
Ward,2011,E05000829,Gorse Hill,Greek,2
Ward,2011,E05000829,Gorse Hill,Dutch,11
Ward,2011,E05000829,Gorse Hill,Swedish,1
Ward,2011,E05000829,Gorse Hill,Danish,0
Ward,2011,E05000829,Gorse Hill,Finnish,0
Ward,2011,E05000829,Gorse Hill,Estonian,0
Ward,2011,E05000829,Gorse Hill,Slovenian,0
Ward,2011,E05000829,Gorse Hill,Maltese,0
Ward,2011,E05000829,Gorse Hill,Any other European Language (EU),0
Ward,2011,E05000829,Gorse Hill,Albanian,8
Ward,2011,E05000829,Gorse Hill,Serbian/Croatian/Bosnian,0
Ward,2011,E05000829,Gorse Hill,Ukrainian,0
Ward,2011,E05000829,Gorse Hill,Any other Eastern European Language (non EU),0
Ward,2011,E05000829,Gorse Hill,Northern European Language (non EU),1
Ward,2011,E05000829,Gorse Hill,Romani language (any),0
Ward,2011,E05000829,Gorse Hill,Yiddish,0
Ward,2011,E05000829,Gorse Hill,Russian,10
Ward,2011,E05000829,Gorse Hill,Turkish,14
Ward,2011,E05000829,Gorse Hill,Arabic,34
Ward,2011,E05000829,Gorse Hill,Hebrew,0
Ward,2011,E05000829,Gorse Hill,Kurdish,5
Ward,2011,E05000829,Gorse Hill,Persian/Farsi,13
Ward,2011,E05000829,Gorse Hill,Pashto,1
Ward,2011,E05000829,Gorse Hill,West/Central Asian Language (all other),1
Ward,2011,E05000829,Gorse Hill,Urdu,125
Ward,2011,E05000829,Gorse Hill,Hindi,5
Ward,2011,E05000829,Gorse Hill,Panjabi,74
Ward,2011,E05000829,Gorse Hill,Pakistani Pahari (with Mirpuri and Potwari),0
Ward,2011,E05000829,Gorse Hill,Bengali (with Sylheti and Chatgaya),12
Ward,2011,E05000829,Gorse Hill,Gujarati,16
Ward,2011,E05000829,Gorse Hill,Marathi,0
Ward,2011,E05000829,Gorse Hill,Telugu,7
Ward,2011,E05000829,Gorse Hill,Tamil,3
Ward,2011,E05000829,Gorse Hill,Malayalam,18
