geography,period,area_code,area_name,gender,age,n
Ward,2016,E05000830,Hale Barns,Total,21,65
Ward,2016,E05000831,Hale Central,Total,21,66
Ward,2016,E05000832,Longford,Total,21,132
Ward,2016,E05000833,Priory,Total,21,73
Ward,2016,E05000834,St Mary's,Total,21,114
Ward,2016,E05000835,Sale Moor,Total,21,75
Ward,2016,E05000836,Stretford,Total,21,104
Ward,2016,E05000837,Timperley,Total,21,72
Ward,2016,E05000838,Urmston,Total,21,113
Ward,2016,E05000839,Village,Total,21,110
Ward,2016,E05000819,Altrincham,Female,21,31
Ward,2016,E05000820,Ashton upon Mersey,Female,21,39
Ward,2016,E05000821,Bowdon,Female,21,31
Ward,2016,E05000822,Broadheath,Female,21,54
Ward,2016,E05000823,Brooklands,Female,21,34
Ward,2016,E05000824,Bucklow-St Martins,Female,21,41
Ward,2016,E05000825,Clifford,Female,21,72
Ward,2016,E05000826,Davyhulme East,Female,21,52
Ward,2016,E05000827,Davyhulme West,Female,21,38
Ward,2016,E05000828,Flixton,Female,21,30
Ward,2016,E05000829,Gorse Hill,Female,21,62
Ward,2016,E05000830,Hale Barns,Female,21,22
Ward,2016,E05000831,Hale Central,Female,21,34
Ward,2016,E05000832,Longford,Female,21,61
Ward,2016,E05000833,Priory,Female,21,30
Ward,2016,E05000834,St Mary's,Female,21,57
Ward,2016,E05000835,Sale Moor,Female,21,34
Ward,2016,E05000836,Stretford,Female,21,47
Ward,2016,E05000837,Timperley,Female,21,34
Ward,2016,E05000838,Urmston,Female,21,57
Ward,2016,E05000839,Village,Female,21,58
Ward,2016,E05000819,Altrincham,Male,21,42
Ward,2016,E05000820,Ashton upon Mersey,Male,21,39
Ward,2016,E05000821,Bowdon,Male,21,32
Ward,2016,E05000822,Broadheath,Male,21,64
Ward,2016,E05000823,Brooklands,Male,21,51
Ward,2016,E05000824,Bucklow-St Martins,Male,21,48
Ward,2016,E05000825,Clifford,Male,21,71
Ward,2016,E05000826,Davyhulme East,Male,21,43
Ward,2016,E05000827,Davyhulme West,Male,21,50
Ward,2016,E05000828,Flixton,Male,21,45
Ward,2016,E05000829,Gorse Hill,Male,21,68
Ward,2016,E05000830,Hale Barns,Male,21,43
Ward,2016,E05000831,Hale Central,Male,21,32
Ward,2016,E05000832,Longford,Male,21,71
Ward,2016,E05000833,Priory,Male,21,43
Ward,2016,E05000834,St Mary's,Male,21,57
Ward,2016,E05000835,Sale Moor,Male,21,41
Ward,2016,E05000836,Stretford,Male,21,57
Ward,2016,E05000837,Timperley,Male,21,38
Ward,2016,E05000838,Urmston,Male,21,56
Ward,2016,E05000839,Village,Male,21,52
Ward,2016,E05000819,Altrincham,Total,22,98
Ward,2016,E05000820,Ashton upon Mersey,Total,22,75
Ward,2016,E05000821,Bowdon,Total,22,71
Ward,2016,E05000822,Broadheath,Total,22,126
Ward,2016,E05000823,Brooklands,Total,22,94
Ward,2016,E05000824,Bucklow-St Martins,Total,22,108
Ward,2016,E05000825,Clifford,Total,22,184
Ward,2016,E05000826,Davyhulme East,Total,22,109
Ward,2016,E05000827,Davyhulme West,Total,22,98
Ward,2016,E05000828,Flixton,Total,22,93
Ward,2016,E05000829,Gorse Hill,Total,22,134
Ward,2016,E05000830,Hale Barns,Total,22,78
Ward,2016,E05000831,Hale Central,Total,22,64
Ward,2016,E05000832,Longford,Total,22,140
Ward,2016,E05000833,Priory,Total,22,99
Ward,2016,E05000834,St Mary's,Total,22,128
Ward,2016,E05000835,Sale Moor,Total,22,102
Ward,2016,E05000836,Stretford,Total,22,120
Ward,2016,E05000837,Timperley,Total,22,98
Ward,2016,E05000838,Urmston,Total,22,112
Ward,2016,E05000839,Village,Total,22,98
Ward,2016,E05000819,Altrincham,Female,22,52
Ward,2016,E05000820,Ashton upon Mersey,Female,22,26
Ward,2016,E05000821,Bowdon,Female,22,27
Ward,2016,E05000822,Broadheath,Female,22,55
Ward,2016,E05000823,Brooklands,Female,22,49
Ward,2016,E05000824,Bucklow-St Martins,Female,22,47
Ward,2016,E05000825,Clifford,Female,22,88
Ward,2016,E05000826,Davyhulme East,Female,22,56
Ward,2016,E05000827,Davyhulme West,Female,22,41
Ward,2016,E05000828,Flixton,Female,22,42
Ward,2016,E05000829,Gorse Hill,Female,22,61
Ward,2016,E05000830,Hale Barns,Female,22,33
Ward,2016,E05000831,Hale Central,Female,22,28
Ward,2016,E05000832,Longford,Female,22,59
Ward,2016,E05000833,Priory,Female,22,52
Ward,2016,E05000834,St Mary's,Female,22,66
Ward,2016,E05000835,Sale Moor,Female,22,42
Ward,2016,E05000836,Stretford,Female,22,52
Ward,2016,E05000837,Timperley,Female,22,45
Ward,2016,E05000838,Urmston,Female,22,48
Ward,2016,E05000839,Village,Female,22,56
Ward,2016,E05000819,Altrincham,Male,22,46
Ward,2016,E05000820,Ashton upon Mersey,Male,22,49
Ward,2016,E05000821,Bowdon,Male,22,44
Ward,2016,E05000822,Broadheath,Male,22,71
Ward,2016,E05000823,Brooklands,Male,22,45
Ward,2016,E05000824,Bucklow-St Martins,Male,22,61
Ward,2016,E05000825,Clifford,Male,22,96
Ward,2016,E05000826,Davyhulme East,Male,22,53
Ward,2016,E05000827,Davyhulme West,Male,22,57
Ward,2016,E05000828,Flixton,Male,22,51
Ward,2016,E05000829,Gorse Hill,Male,22,73
Ward,2016,E05000830,Hale Barns,Male,22,45
Ward,2016,E05000831,Hale Central,Male,22,36
Ward,2016,E05000832,Longford,Male,22,81
Ward,2016,E05000833,Priory,Male,22,47
Ward,2016,E05000834,St Mary's,Male,22,62
Ward,2016,E05000835,Sale Moor,Male,22,60
Ward,2016,E05000836,Stretford,Male,22,68
Ward,2016,E05000837,Timperley,Male,22,53
Ward,2016,E05000838,Urmston,Male,22,64
Ward,2016,E05000839,Village,Male,22,42
Ward,2016,E05000819,Altrincham,Total,23,105
Ward,2016,E05000820,Ashton upon Mersey,Total,23,87
Ward,2016,E05000821,Bowdon,Total,23,66
Ward,2016,E05000822,Broadheath,Total,23,131
Ward,2016,E05000823,Brooklands,Total,23,94
Ward,2016,E05000824,Bucklow-St Martins,Total,23,111
Ward,2016,E05000825,Clifford,Total,23,186
Ward,2016,E05000826,Davyhulme East,Total,23,93
Ward,2016,E05000827,Davyhulme West,Total,23,99
Ward,2016,E05000828,Flixton,Total,23,112
Ward,2016,E05000829,Gorse Hill,Total,23,153
Ward,2016,E05000830,Hale Barns,Total,23,66
Ward,2016,E05000831,Hale Central,Total,23,68
Ward,2016,E05000832,Longford,Total,23,150
Ward,2016,E05000833,Priory,Total,23,96
Ward,2016,E05000834,St Mary's,Total,23,130
Ward,2016,E05000835,Sale Moor,Total,23,104
Ward,2016,E05000836,Stretford,Total,23,119
Ward,2016,E05000837,Timperley,Total,23,99
Ward,2016,E05000838,Urmston,Total,23,124
Ward,2016,E05000839,Village,Total,23,97
Ward,2016,E05000819,Altrincham,Female,23,54
Ward,2016,E05000820,Ashton upon Mersey,Female,23,24
Ward,2016,E05000821,Bowdon,Female,23,35
Ward,2016,E05000822,Broadheath,Female,23,59
Ward,2016,E05000823,Brooklands,Female,23,43
Ward,2016,E05000824,Bucklow-St Martins,Female,23,57
Ward,2016,E05000825,Clifford,Female,23,100
Ward,2016,E05000826,Davyhulme East,Female,23,43
Ward,2016,E05000827,Davyhulme West,Female,23,45
Ward,2016,E05000828,Flixton,Female,23,48
Ward,2016,E05000829,Gorse Hill,Female,23,73
Ward,2016,E05000830,Hale Barns,Female,23,27
Ward,2016,E05000831,Hale Central,Female,23,32
Ward,2016,E05000832,Longford,Female,23,64
Ward,2016,E05000833,Priory,Female,23,56
Ward,2016,E05000834,St Mary's,Female,23,69
Ward,2016,E05000835,Sale Moor,Female,23,36
Ward,2016,E05000836,Stretford,Female,23,48
Ward,2016,E05000837,Timperley,Female,23,45
Ward,2016,E05000838,Urmston,Female,23,58
Ward,2016,E05000839,Village,Female,23,49
Ward,2016,E05000819,Altrincham,Male,23,51
Ward,2016,E05000820,Ashton upon Mersey,Male,23,63
Ward,2016,E05000821,Bowdon,Male,23,31
Ward,2016,E05000822,Broadheath,Male,23,72
Ward,2016,E05000823,Brooklands,Male,23,51
Ward,2016,E05000824,Bucklow-St Martins,Male,23,54
Ward,2016,E05000825,Clifford,Male,23,86
Ward,2016,E05000826,Davyhulme East,Male,23,50
Ward,2016,E05000827,Davyhulme West,Male,23,54
Ward,2016,E05000828,Flixton,Male,23,64
Ward,2016,E05000829,Gorse Hill,Male,23,80
Ward,2016,E05000830,Hale Barns,Male,23,39
Ward,2016,E05000831,Hale Central,Male,23,36
Ward,2016,E05000832,Longford,Male,23,86
Ward,2016,E05000833,Priory,Male,23,40
Ward,2016,E05000834,St Mary's,Male,23,61
Ward,2016,E05000835,Sale Moor,Male,23,68
Ward,2016,E05000836,Stretford,Male,23,71
Ward,2016,E05000837,Timperley,Male,23,54
Ward,2016,E05000838,Urmston,Male,23,66
Ward,2016,E05000839,Village,Male,23,48
Ward,2016,E05000819,Altrincham,Total,24,141
Ward,2016,E05000820,Ashton upon Mersey,Total,24,69
Ward,2016,E05000821,Bowdon,Total,24,72
Ward,2016,E05000822,Broadheath,Total,24,128
Ward,2016,E05000823,Brooklands,Total,24,96
Ward,2016,E05000824,Bucklow-St Martins,Total,24,128
Ward,2016,E05000825,Clifford,Total,24,180
Ward,2016,E05000826,Davyhulme East,Total,24,105
Ward,2016,E05000827,Davyhulme West,Total,24,96
Ward,2016,E05000828,Flixton,Total,24,99
Ward,2016,E05000829,Gorse Hill,Total,24,161
Ward,2016,E05000830,Hale Barns,Total,24,84
Ward,2016,E05000831,Hale Central,Total,24,97
Ward,2016,E05000832,Longford,Total,24,160
Ward,2016,E05000833,Priory,Total,24,139
Ward,2016,E05000834,St Mary's,Total,24,136
Ward,2016,E05000835,Sale Moor,Total,24,110
Ward,2016,E05000836,Stretford,Total,24,139
Ward,2016,E05000837,Timperley,Total,24,103
Ward,2016,E05000838,Urmston,Total,24,138
Ward,2016,E05000839,Village,Total,24,103
Ward,2016,E05000819,Altrincham,Female,24,59
Ward,2016,E05000820,Ashton upon Mersey,Female,24,26
Ward,2016,E05000821,Bowdon,Female,24,30
Ward,2016,E05000822,Broadheath,Female,24,58
Ward,2016,E05000823,Brooklands,Female,24,52
Ward,2016,E05000824,Bucklow-St Martins,Female,24,68
Ward,2016,E05000825,Clifford,Female,24,82
Ward,2016,E05000826,Davyhulme East,Female,24,51
Ward,2016,E05000827,Davyhulme West,Female,24,40
Ward,2016,E05000828,Flixton,Female,24,49
Ward,2016,E05000829,Gorse Hill,Female,24,82
Ward,2016,E05000830,Hale Barns,Female,24,45
Ward,2016,E05000831,Hale Central,Female,24,43
Ward,2016,E05000832,Longford,Female,24,70
Ward,2016,E05000833,Priory,Female,24,70
Ward,2016,E05000834,St Mary's,Female,24,78
Ward,2016,E05000835,Sale Moor,Female,24,52
Ward,2016,E05000836,Stretford,Female,24,60
Ward,2016,E05000837,Timperley,Female,24,43
Ward,2016,E05000838,Urmston,Female,24,78
Ward,2016,E05000839,Village,Female,24,54
Ward,2016,E05000819,Altrincham,Male,24,82
Ward,2016,E05000820,Ashton upon Mersey,Male,24,43
Ward,2016,E05000821,Bowdon,Male,24,42
Ward,2016,E05000822,Broadheath,Male,24,70
Ward,2016,E05000823,Brooklands,Male,24,44
Ward,2016,E05000824,Bucklow-St Martins,Male,24,60
Ward,2016,E05000825,Clifford,Male,24,98
Ward,2016,E05000826,Davyhulme East,Male,24,54
Ward,2016,E05000827,Davyhulme West,Male,24,56
Ward,2016,E05000828,Flixton,Male,24,50
Ward,2016,E05000829,Gorse Hill,Male,24,79
Ward,2016,E05000830,Hale Barns,Male,24,39
Ward,2016,E05000831,Hale Central,Male,24,54
Ward,2016,E05000832,Longford,Male,24,90
Ward,2016,E05000833,Priory,Male,24,69
Ward,2016,E05000834,St Mary's,Male,24,58
Ward,2016,E05000835,Sale Moor,Male,24,58
Ward,2016,E05000836,Stretford,Male,24,79
Ward,2016,E05000837,Timperley,Male,24,60
Ward,2016,E05000838,Urmston,Male,24,60
Ward,2016,E05000839,Village,Male,24,49
Ward,2016,E05000819,Altrincham,Total,25,113
Ward,2016,E05000820,Ashton upon Mersey,Total,25,104
Ward,2016,E05000821,Bowdon,Total,25,63
Ward,2016,E05000822,Broadheath,Total,25,168
Ward,2016,E05000823,Brooklands,Total,25,95
Ward,2016,E05000824,Bucklow-St Martins,Total,25,157
Ward,2016,E05000825,Clifford,Total,25,155
Ward,2016,E05000826,Davyhulme East,Total,25,102
Ward,2016,E05000827,Davyhulme West,Total,25,108
Ward,2016,E05000828,Flixton,Total,25,104
Ward,2016,E05000829,Gorse Hill,Total,25,191
Ward,2016,E05000830,Hale Barns,Total,25,86
Ward,2016,E05000831,Hale Central,Total,25,107
Ward,2016,E05000832,Longford,Total,25,164
Ward,2016,E05000833,Priory,Total,25,155
Ward,2016,E05000834,St Mary's,Total,25,144
Ward,2016,E05000835,Sale Moor,Total,25,137
Ward,2016,E05000836,Stretford,Total,25,146
Ward,2016,E05000837,Timperley,Total,25,104
Ward,2016,E05000838,Urmston,Total,25,131
Ward,2016,E05000839,Village,Total,25,103
Ward,2016,E05000819,Altrincham,Female,25,60
Ward,2016,E05000820,Ashton upon Mersey,Female,25,52
Ward,2016,E05000821,Bowdon,Female,25,32
Ward,2016,E05000822,Broadheath,Female,25,94
Ward,2016,E05000823,Brooklands,Female,25,40
Ward,2016,E05000824,Bucklow-St Martins,Female,25,89
Ward,2016,E05000825,Clifford,Female,25,87
Ward,2016,E05000826,Davyhulme East,Female,25,53
Ward,2016,E05000827,Davyhulme West,Female,25,53
Ward,2016,E05000828,Flixton,Female,25,49
Ward,2016,E05000829,Gorse Hill,Female,25,97
Ward,2016,E05000830,Hale Barns,Female,25,43
Ward,2016,E05000831,Hale Central,Female,25,48
Ward,2016,E05000832,Longford,Female,25,79
Ward,2016,E05000833,Priory,Female,25,73
Ward,2016,E05000834,St Mary's,Female,25,70
Ward,2016,E05000835,Sale Moor,Female,25,60
Ward,2016,E05000836,Stretford,Female,25,74
Ward,2016,E05000837,Timperley,Female,25,46
Ward,2016,E05000838,Urmston,Female,25,56
Ward,2016,E05000839,Village,Female,25,44
Ward,2016,E05000819,Altrincham,Male,25,53
Ward,2016,E05000820,Ashton upon Mersey,Male,25,52
Ward,2016,E05000821,Bowdon,Male,25,31
Ward,2016,E05000822,Broadheath,Male,25,74
Ward,2016,E05000823,Brooklands,Male,25,55
Ward,2016,E05000824,Bucklow-St Martins,Male,25,68
Ward,2016,E05000825,Clifford,Male,25,68
Ward,2016,E05000826,Davyhulme East,Male,25,49
Ward,2016,E05000827,Davyhulme West,Male,25,55
Ward,2016,E05000828,Flixton,Male,25,55
Ward,2016,E05000829,Gorse Hill,Male,25,94
Ward,2016,E05000830,Hale Barns,Male,25,43
Ward,2016,E05000831,Hale Central,Male,25,59
Ward,2016,E05000832,Longford,Male,25,85
Ward,2016,E05000833,Priory,Male,25,82
Ward,2016,E05000834,St Mary's,Male,25,74
Ward,2016,E05000835,Sale Moor,Male,25,77
Ward,2016,E05000836,Stretford,Male,25,72
Ward,2016,E05000837,Timperley,Male,25,58
Ward,2016,E05000838,Urmston,Male,25,75
Ward,2016,E05000839,Village,Male,25,59
Ward,2016,E05000819,Altrincham,Total,26,146
Ward,2016,E05000820,Ashton upon Mersey,Total,26,111
Ward,2016,E05000821,Bowdon,Total,26,83
Ward,2016,E05000822,Broadheath,Total,26,129
Ward,2016,E05000823,Brooklands,Total,26,84
Ward,2016,E05000824,Bucklow-St Martins,Total,26,142
Ward,2016,E05000825,Clifford,Total,26,177
Ward,2016,E05000826,Davyhulme East,Total,26,81
Ward,2016,E05000827,Davyhulme West,Total,26,103
Ward,2016,E05000828,Flixton,Total,26,87
Ward,2016,E05000829,Gorse Hill,Total,26,180
Ward,2016,E05000830,Hale Barns,Total,26,73
Ward,2016,E05000831,Hale Central,Total,26,95
Ward,2016,E05000832,Longford,Total,26,177
Ward,2016,E05000833,Priory,Total,26,165
Ward,2016,E05000834,St Mary's,Total,26,119
Ward,2016,E05000835,Sale Moor,Total,26,123
Ward,2016,E05000836,Stretford,Total,26,143
Ward,2016,E05000837,Timperley,Total,26,86
Ward,2016,E05000838,Urmston,Total,26,124
Ward,2016,E05000839,Village,Total,26,100
Ward,2016,E05000819,Altrincham,Female,26,76
Ward,2016,E05000820,Ashton upon Mersey,Female,26,60
Ward,2016,E05000821,Bowdon,Female,26,37
Ward,2016,E05000822,Broadheath,Female,26,64
Ward,2016,E05000823,Brooklands,Female,26,38
Ward,2016,E05000824,Bucklow-St Martins,Female,26,86
Ward,2016,E05000825,Clifford,Female,26,101
Ward,2016,E05000826,Davyhulme East,Female,26,43
Ward,2016,E05000827,Davyhulme West,Female,26,58
Ward,2016,E05000828,Flixton,Female,26,47
Ward,2016,E05000829,Gorse Hill,Female,26,105
Ward,2016,E05000830,Hale Barns,Female,26,40
Ward,2016,E05000831,Hale Central,Female,26,39
Ward,2016,E05000832,Longford,Female,26,81
Ward,2016,E05000833,Priory,Female,26,88
Ward,2016,E05000834,St Mary's,Female,26,65
Ward,2016,E05000835,Sale Moor,Female,26,67
Ward,2016,E05000836,Stretford,Female,26,66
Ward,2016,E05000837,Timperley,Female,26,39
Ward,2016,E05000838,Urmston,Female,26,67
Ward,2016,E05000839,Village,Female,26,50
Ward,2016,E05000819,Altrincham,Male,26,70
Ward,2016,E05000820,Ashton upon Mersey,Male,26,51
Ward,2016,E05000821,Bowdon,Male,26,46
Ward,2016,E05000822,Broadheath,Male,26,65
Ward,2016,E05000823,Brooklands,Male,26,46
Ward,2016,E05000824,Bucklow-St Martins,Male,26,56
Ward,2016,E05000825,Clifford,Male,26,76
Ward,2016,E05000826,Davyhulme East,Male,26,38
Ward,2016,E05000827,Davyhulme West,Male,26,45
Ward,2016,E05000828,Flixton,Male,26,40
Ward,2016,E05000829,Gorse Hill,Male,26,75
Ward,2016,E05000830,Hale Barns,Male,26,33
Ward,2016,E05000831,Hale Central,Male,26,56
Ward,2016,E05000832,Longford,Male,26,96
Ward,2016,E05000833,Priory,Male,26,77
Ward,2016,E05000834,St Mary's,Male,26,54
Ward,2016,E05000835,Sale Moor,Male,26,56
Ward,2016,E05000836,Stretford,Male,26,77
Ward,2016,E05000837,Timperley,Male,26,47
Ward,2016,E05000838,Urmston,Male,26,57
Ward,2016,E05000839,Village,Male,26,50
Ward,2016,E05000819,Altrincham,Total,27,166
Ward,2016,E05000820,Ashton upon Mersey,Total,27,85
Ward,2016,E05000821,Bowdon,Total,27,71
Ward,2016,E05000822,Broadheath,Total,27,162
Ward,2016,E05000823,Brooklands,Total,27,74
Ward,2016,E05000824,Bucklow-St Martins,Total,27,149
Ward,2016,E05000825,Clifford,Total,27,198
Ward,2016,E05000826,Davyhulme East,Total,27,102
Ward,2016,E05000827,Davyhulme West,Total,27,82
Ward,2016,E05000828,Flixton,Total,27,94
Ward,2016,E05000829,Gorse Hill,Total,27,211
Ward,2016,E05000830,Hale Barns,Total,27,78
Ward,2016,E05000831,Hale Central,Total,27,84
Ward,2016,E05000832,Longford,Total,27,165
Ward,2016,E05000833,Priory,Total,27,145
Ward,2016,E05000834,St Mary's,Total,27,107
Ward,2016,E05000835,Sale Moor,Total,27,114
Ward,2016,E05000836,Stretford,Total,27,153
Ward,2016,E05000837,Timperley,Total,27,77
Ward,2016,E05000838,Urmston,Total,27,128
Ward,2016,E05000839,Village,Total,27,112
Ward,2016,E05000819,Altrincham,Female,27,73
Ward,2016,E05000820,Ashton upon Mersey,Female,27,42
Ward,2016,E05000821,Bowdon,Female,27,35
Ward,2016,E05000822,Broadheath,Female,27,75
Ward,2016,E05000823,Brooklands,Female,27,32
Ward,2016,E05000824,Bucklow-St Martins,Female,27,78
Ward,2016,E05000825,Clifford,Female,27,103
Ward,2016,E05000826,Davyhulme East,Female,27,50
Ward,2016,E05000827,Davyhulme West,Female,27,38
Ward,2016,E05000828,Flixton,Female,27,46
Ward,2016,E05000829,Gorse Hill,Female,27,134
Ward,2016,E05000830,Hale Barns,Female,27,29
Ward,2016,E05000831,Hale Central,Female,27,43
Ward,2016,E05000832,Longford,Female,27,88
Ward,2016,E05000833,Priory,Female,27,69
Ward,2016,E05000834,St Mary's,Female,27,51
Ward,2016,E05000835,Sale Moor,Female,27,54
Ward,2016,E05000836,Stretford,Female,27,66
Ward,2016,E05000837,Timperley,Female,27,35
Ward,2016,E05000838,Urmston,Female,27,58
Ward,2016,E05000839,Village,Female,27,52
Ward,2016,E05000819,Altrincham,Male,27,93
Ward,2016,E05000820,Ashton upon Mersey,Male,27,43
Ward,2016,E05000821,Bowdon,Male,27,36
Ward,2016,E05000822,Broadheath,Male,27,87
Ward,2016,E05000823,Brooklands,Male,27,42
Ward,2016,E05000824,Bucklow-St Martins,Male,27,71
Ward,2016,E05000825,Clifford,Male,27,95
Ward,2016,E05000826,Davyhulme East,Male,27,52
Ward,2016,E05000827,Davyhulme West,Male,27,44
Ward,2016,E05000828,Flixton,Male,27,48
Ward,2016,E05000829,Gorse Hill,Male,27,77
Ward,2016,E05000830,Hale Barns,Male,27,49
Ward,2016,E05000831,Hale Central,Male,27,41
Ward,2016,E05000832,Longford,Male,27,77
Ward,2016,E05000833,Priory,Male,27,76
Ward,2016,E05000834,St Mary's,Male,27,56
Ward,2016,E05000835,Sale Moor,Male,27,60
Ward,2016,E05000836,Stretford,Male,27,87
Ward,2016,E05000837,Timperley,Male,27,42
Ward,2016,E05000838,Urmston,Male,27,70
Ward,2016,E05000839,Village,Male,27,60
Ward,2016,E05000819,Altrincham,Total,28,217
Ward,2016,E05000820,Ashton upon Mersey,Total,28,98
Ward,2016,E05000821,Bowdon,Total,28,57
Ward,2016,E05000822,Broadheath,Total,28,176
Ward,2016,E05000823,Brooklands,Total,28,104
Ward,2016,E05000824,Bucklow-St Martins,Total,28,126
Ward,2016,E05000825,Clifford,Total,28,198
Ward,2016,E05000826,Davyhulme East,Total,28,96
Ward,2016,E05000827,Davyhulme West,Total,28,85
Ward,2016,E05000828,Flixton,Total,28,99
Ward,2016,E05000829,Gorse Hill,Total,28,214
Ward,2016,E05000830,Hale Barns,Total,28,78
Ward,2016,E05000831,Hale Central,Total,28,102
Ward,2016,E05000832,Longford,Total,28,184
Ward,2016,E05000833,Priory,Total,28,180
Ward,2016,E05000834,St Mary's,Total,28,118
Ward,2016,E05000835,Sale Moor,Total,28,122
Ward,2016,E05000836,Stretford,Total,28,156
Ward,2016,E05000837,Timperley,Total,28,76
Ward,2016,E05000838,Urmston,Total,28,132
Ward,2016,E05000839,Village,Total,28,116
Ward,2016,E05000819,Altrincham,Female,28,103
Ward,2016,E05000820,Ashton upon Mersey,Female,28,42
Ward,2016,E05000821,Bowdon,Female,28,28
Ward,2016,E05000822,Broadheath,Female,28,79
Ward,2016,E05000823,Brooklands,Female,28,45
Ward,2016,E05000824,Bucklow-St Martins,Female,28,67
Ward,2016,E05000825,Clifford,Female,28,91
Ward,2016,E05000826,Davyhulme East,Female,28,46
Ward,2016,E05000827,Davyhulme West,Female,28,36
Ward,2016,E05000828,Flixton,Female,28,47
Ward,2016,E05000829,Gorse Hill,Female,28,118
Ward,2016,E05000830,Hale Barns,Female,28,35
Ward,2016,E05000831,Hale Central,Female,28,57
Ward,2016,E05000832,Longford,Female,28,79
Ward,2016,E05000833,Priory,Female,28,89
Ward,2016,E05000834,St Mary's,Female,28,63
Ward,2016,E05000835,Sale Moor,Female,28,64
Ward,2016,E05000836,Stretford,Female,28,71
Ward,2016,E05000837,Timperley,Female,28,32
Ward,2016,E05000838,Urmston,Female,28,57
Ward,2016,E05000839,Village,Female,28,52
Ward,2016,E05000819,Altrincham,Male,28,114
Ward,2016,E05000820,Ashton upon Mersey,Male,28,56
Ward,2016,E05000821,Bowdon,Male,28,29
Ward,2016,E05000822,Broadheath,Male,28,97
Ward,2016,E05000823,Brooklands,Male,28,59
Ward,2016,E05000824,Bucklow-St Martins,Male,28,59
Ward,2016,E05000825,Clifford,Male,28,107
Ward,2016,E05000826,Davyhulme East,Male,28,50
Ward,2016,E05000827,Davyhulme West,Male,28,49
Ward,2016,E05000828,Flixton,Male,28,52
Ward,2016,E05000829,Gorse Hill,Male,28,96
Ward,2016,E05000830,Hale Barns,Male,28,43
Ward,2016,E05000831,Hale Central,Male,28,45
Ward,2016,E05000832,Longford,Male,28,105
Ward,2016,E05000833,Priory,Male,28,91
Ward,2016,E05000834,St Mary's,Male,28,55
Ward,2016,E05000835,Sale Moor,Male,28,58
Ward,2016,E05000836,Stretford,Male,28,85
Ward,2016,E05000837,Timperley,Male,28,44
Ward,2016,E05000838,Urmston,Male,28,75
Ward,2016,E05000839,Village,Male,28,64
Ward,2016,E05000819,Altrincham,Total,29,177
Ward,2016,E05000820,Ashton upon Mersey,Total,29,109
Ward,2016,E05000821,Bowdon,Total,29,54
Ward,2016,E05000822,Broadheath,Total,29,168
Ward,2016,E05000823,Brooklands,Total,29,87
Ward,2016,E05000824,Bucklow-St Martins,Total,29,132
Ward,2016,E05000825,Clifford,Total,29,201
Ward,2016,E05000826,Davyhulme East,Total,29,98
Ward,2016,E05000827,Davyhulme West,Total,29,78
Ward,2016,E05000828,Flixton,Total,29,71
Ward,2016,E05000829,Gorse Hill,Total,29,184
Ward,2016,E05000830,Hale Barns,Total,29,62
Ward,2016,E05000831,Hale Central,Total,29,113
Ward,2016,E05000832,Longford,Total,29,163
Ward,2016,E05000833,Priory,Total,29,209
Ward,2016,E05000834,St Mary's,Total,29,120
Ward,2016,E05000835,Sale Moor,Total,29,117
Ward,2016,E05000836,Stretford,Total,29,132
Ward,2016,E05000837,Timperley,Total,29,76
Ward,2016,E05000838,Urmston,Total,29,122
Ward,2016,E05000839,Village,Total,29,87
Ward,2016,E05000819,Altrincham,Female,29,97
Ward,2016,E05000820,Ashton upon Mersey,Female,29,63
Ward,2016,E05000821,Bowdon,Female,29,31
Ward,2016,E05000822,Broadheath,Female,29,78
Ward,2016,E05000823,Brooklands,Female,29,39
Ward,2016,E05000824,Bucklow-St Martins,Female,29,75
Ward,2016,E05000825,Clifford,Female,29,97
Ward,2016,E05000826,Davyhulme East,Female,29,58
Ward,2016,E05000827,Davyhulme West,Female,29,37
Ward,2016,E05000828,Flixton,Female,29,42
Ward,2016,E05000829,Gorse Hill,Female,29,95
Ward,2016,E05000830,Hale Barns,Female,29,30
Ward,2016,E05000831,Hale Central,Female,29,53
Ward,2016,E05000832,Longford,Female,29,75
Ward,2016,E05000833,Priory,Female,29,86
Ward,2016,E05000834,St Mary's,Female,29,63
Ward,2016,E05000835,Sale Moor,Female,29,54
Ward,2016,E05000836,Stretford,Female,29,63
Ward,2016,E05000837,Timperley,Female,29,36
Ward,2016,E05000838,Urmston,Female,29,59
Ward,2016,E05000839,Village,Female,29,45
Ward,2016,E05000819,Altrincham,Male,29,80
Ward,2016,E05000820,Ashton upon Mersey,Male,29,46
Ward,2016,E05000821,Bowdon,Male,29,23
Ward,2016,E05000822,Broadheath,Male,29,90
Ward,2016,E05000823,Brooklands,Male,29,48
Ward,2016,E05000824,Bucklow-St Martins,Male,29,57
Ward,2016,E05000825,Clifford,Male,29,104
Ward,2016,E05000826,Davyhulme East,Male,29,40
Ward,2016,E05000827,Davyhulme West,Male,29,41
Ward,2016,E05000828,Flixton,Male,29,29
Ward,2016,E05000829,Gorse Hill,Male,29,89
Ward,2016,E05000830,Hale Barns,Male,29,32
Ward,2016,E05000831,Hale Central,Male,29,60
Ward,2016,E05000832,Longford,Male,29,88
Ward,2016,E05000833,Priory,Male,29,123
Ward,2016,E05000834,St Mary's,Male,29,57
Ward,2016,E05000835,Sale Moor,Male,29,63
Ward,2016,E05000836,Stretford,Male,29,69
